"ID","sector_empresa","genero","experiencia_empresa","estudios","valoracion_empresa_2018","valoracion_empresa_2019","valoracion_empresa_2020","Abandonar empresa","problema_trabajo","problema_relaciones","horas_extra_2018","horas_extra_2020","compentencia","autoestima","autoeficacia","ansiedad","satisfaccion","optimismo","estres","expectativas_2018","expectativas_2020"
"138",1,2,4,1,2.0,2.0,1.0,3,1,1,1,1,6.0,3.0,9.0,4.0,9.0,3.0,1,6.0,6.0
"139",1,2,4,1,3.0,1.0,2.0,2,2,2,2,2,4.0,4.0,7.0,7.0,7.0,3.0,3,3.0,2.0
"140",1,1,3,1,2.0,1.0,1.0,4,1,1,1,1,4.0,5.0,8.0,4.0,9.0,2.0,3,6.0,5.0
"141",1,1,1,1,2.0,1.0,2.0,3,1,2,2,2,6.0,4.0,9.0,5.0,8.0,4.0,3,6.0,6.0
"142",1,2,2,2,1.0,1.0,1.0,4,1,1,1,1,6.0,4.0,9.0,3.0,8.0,4.0,1,9.0,8.0
"143",1,1,2,2,2.0,4.0,4.0,1,2,2,1,1,5.0,3.0,5.0,6.0,7.0,2.0,3,4.0,3.0
"144",1,1,2,3,1.0,1.0,1.0,4,1,1,1,1,4.0,5.0,9.0,3.0,10.0,4.0,1,9.0,8.0
"145",1,2,4,1,1.0,1.0,2.0,2,1,1,1,1,5.0,5.0,7.0,4.0,8.0,4.0,2,6.0,6.0
"146",1,2,2,1,1.0,2.0,2.0,3,1,2,1,1,4.0,4.0,8.0,4.0,9.0,5.0,1,7.0,7.0
"147",1,2,3,1,2.0,1.0,1.0,3,1,2,2,1,5.0,4.0,8.0,5.0,8.0,5.0,2,7.0,7.0
"148",1,1,1,1,2.0,2.0,1.0,4,2,2,2,2,4.0,4.0,9.0,5.0,9.0,4.0,2,6.0,6.0
"149",1,2,1,1,1.0,3.0,1.0,4,2,2,1,1,6.0,5.0,9.0,4.0,10.0,2.0,1,6.0,5.0
"150",1,2,3,1,1.0,2.0,2.0,3,1,1,1,1,5.0,4.0,6.0,4.0,7.0,5.0,1,6.0,6.0
"151",1,1,2,2,2.0,2.0,1.0,4,2,1,1,1,6.0,5.0,8.0,5.0,8.0,4.0,2,5.0,5.0
"152",1,1,4,1,3.0,3.0,2.0,3,2,2,1,1,5.0,4.0,9.0,7.0,9.0,2.0,3,4.0,3.0
"153",1,1,2,2,2.0,3.0,4.0,1,1,2,2,2,2.0,4.0,7.0,6.0,7.0,3.0,3,1.0,2.0
"154",1,2,2,2,1.0,3.0,2.0,3,1,1,1,2,5.0,4.0,9.0,4.0,9.0,4.0,2,6.0,6.0
"155",1,2,4,1,2.0,1.0,1.0,4,1,2,1,1,4.0,4.0,8.0,4.0,8.0,3.0,2,6.0,6.0
"156",1,1,2,1,2.0,2.0,2.0,3,1,2,1,1,5.0,4.0,9.0,4.0,9.0,4.0,2,6.0,6.0
"157",1,1,2,2,2.0,1.0,2.0,2,1,2,2,1,5.0,4.0,8.0,4.0,8.0,4.0,2,6.0,6.0
"158",1,2,4,1,3.0,2.0,4.0,1,2,2,1,1,5.0,3.0,8.0,8.0,3.0,4.0,2,4.0,3.0
"159",1,1,3,1,2.0,2.0,2.0,2,1,1,1,1,4.0,3.0,8.0,4.0,8.0,4.0,2,5.0,5.0
"160",1,1,2,1,1.0,1.0,1.0,3,1,2,1,1,5.0,5.0,8.0,3.0,8.0,4.0,1,6.0,7.0
"161",1,2,1,1,2.0,2.0,1.0,3,1,1,2,2,6.0,4.0,8.0,5.0,8.0,4.0,2,4.0,4.0
"162",1,2,2,1,1.0,2.0,2.0,3,1,1,1,2,6.0,4.0,9.0,4.0,9.0,5.0,1,9.0,9.0
"163",1,2,2,3,2.0,3.0,1.0,3,1,2,1,1,4.0,4.0,7.0,8.0,7.0,3.0,3,4.0,4.0
"164",1,1,2,2,2.0,3.0,2.0,3,2,2,1,1,6.0,4.0,8.0,5.0,8.0,5.0,2,6.0,6.0
"165",1,1,3,1,3.0,3.0,3.0,1,2,2,1,1,4.0,3.0,7.0,9.0,6.0,2.0,3,0.0,0.0
"166",1,1,3,1,2.0,2.0,2.0,2,1,2,2,2,6.0,4.0,9.0,6.0,9.0,4.0,2,4.0,5.0
"167",1,1,3,1,1.0,1.0,1.0,3,1,1,1,1,3.0,3.0,6.0,4.0,6.0,3.0,2,3.0,3.0
"168",1,2,4,2,2.0,3.0,2.0,3,1,1,2,2,5.0,4.0,9.0,5.0,9.0,4.0,2,6.0,6.0
"169",1,1,2,1,2.0,2.0,2.0,3,1,1,2,2,4.0,5.0,8.0,6.0,8.0,2.0,2,2.0,2.0
"170",1,2,2,2,2.0,2.0,2.0,3,1,1,2,2,6.0,4.0,8.0,4.0,9.0,4.0,2,5.0,5.0
"171",1,2,2,2,2.0,1.0,1.0,3,1,1,1,1,5.0,4.0,9.0,4.0,8.0,4.0,1,5.0,5.0
"172",1,2,1,1,3.0,2.0,3.0,1,2,1,2,1,6.0,4.0,6.0,6.0,7.0,2.0,2,4.0,2.0
"173",1,1,1,1,2.0,2.0,2.0,2,2,2,1,2,5.0,4.0,6.0,6.0,7.0,4.0,2,5.0,5.0
"174",1,2,1,1,2.0,1.0,1.0,3,1,1,2,2,5.0,4.0,9.0,4.0,9.0,5.0,2,6.0,7.0
"175",1,1,2,1,2.0,1.0,2.0,2,1,2,1,2,6.0,3.0,9.0,4.0,7.0,5.0,1,8.0,8.0
"176",1,1,3,2,2.0,2.0,2.0,3,1,2,2,2,5.0,4.0,9.0,5.0,9.0,3.0,2,4.0,3.0
"177",1,1,3,1,2.0,1.0,3.0,2,2,1,2,2,4.0,3.0,7.0,5.0,9.0,4.0,2,2.0,3.0
"178",1,1,2,2,1.0,2.0,1.0,4,1,1,1,1,4.0,4.0,9.0,4.0,9.0,4.0,2,6.0,6.0
"179",1,2,1,2,1.0,2.0,1.0,3,2,1,1,1,6.0,4.0,8.0,4.0,8.0,4.0,2,6.0,6.0
"180",1,2,1,2,2.0,3.0,3.0,1,1,1,2,2,5.0,4.0,7.0,6.0,7.0,3.0,3,5.0,4.0
"181",1,2,3,1,2.0,1.0,1.0,3,1,1,1,1,4.0,4.0,8.0,4.0,8.0,4.0,1,6.0,6.0
"182",1,1,4,1,1.0,2.0,2.0,3,1,1,1,1,6.0,4.0,8.0,3.0,9.0,4.0,1,7.0,7.0
"183",1,1,3,3,1.0,1.0,1.0,3,1,1,1,1,6.0,4.0,7.0,3.0,7.0,4.0,1,7.0,6.0
"184",1,2,2,1,2.0,2.0,2.0,3,2,1,1,1,6.0,4.0,10.0,5.0,8.0,4.0,1,6.0,6.0
"185",1,2,2,2,2.0,3.0,4.0,1,2,1,1,1,4.0,4.0,7.0,5.0,7.0,4.0,3,5.0,5.0
"186",1,2,2,1,2.0,2.0,2.0,3,1,1,1,1,5.0,3.0,8.0,5.0,8.0,3.0,2,5.0,4.0
"187",1,2,4,1,2.0,1.0,2.0,2,1,1,1,1,4.0,4.0,9.0,4.0,9.0,4.0,2,4.0,5.0
"188",1,2,2,1,3.0,3.0,4.0,1,2,1,1,1,4.0,4.0,5.0,8.0,5.0,1.0,3,2.0,1.0
"189",1,2,2,2,1.0,1.0,1.0,4,1,1,2,2,5.0,5.0,8.0,4.0,9.0,4.0,1,6.0,7.0
"190",1,1,2,1,2.0,2.0,3.0,2,1,2,1,1,5.0,4.0,7.0,5.0,8.0,2.0,2,6.0,4.0
"191",1,1,2,3,1.0,1.0,2.0,3,1,1,1,1,6.0,4.0,10.0,3.0,9.0,5.0,1,9.0,9.0
"192",1,1,3,1,2.0,1.0,1.0,3,1,1,1,1,4.0,4.0,8.0,4.0,8.0,4.0,1,6.0,7.0
"193",1,2,2,1,1.0,3.0,2.0,3,1,1,1,1,4.0,4.0,8.0,4.0,8.0,4.0,3,5.0,5.0
"194",1,1,2,1,2.0,2.0,2.0,3,1,1,1,1,6.0,3.0,9.0,4.0,8.0,2.0,2,5.0,4.0
"195",1,2,2,2,2.0,1.0,1.0,4,1,1,1,1,5.0,4.0,7.0,4.0,7.0,4.0,2,5.0,5.0
"196",1,1,3,1,1.0,1.0,2.0,2,1,1,1,2,6.0,4.0,9.0,3.0,9.0,5.0,1,9.0,8.0
"197",1,1,1,1,2.0,2.0,1.0,4,1,2,1,1,5.0,4.0,9.0,4.0,9.0,3.0,1,5.0,5.0
"198",1,2,2,2,2.0,3.0,2.0,3,1,1,1,1,4.0,4.0,9.0,5.0,9.0,4.0,2,7.0,7.0
"199",1,1,2,1,2.0,1.0,1.0,4,1,1,2,2,5.0,4.0,8.0,4.0,8.0,3.0,2,8.0,7.0
"200",1,2,4,1,3.0,3.0,2.0,2,1,1,2,2,3.0,5.0,8.0,5.0,8.0,4.0,2,6.0,6.0
"201",1,1,1,1,1.0,3.0,2.0,2,2,2,1,1,5.0,4.0,9.0,4.0,9.0,4.0,1,5.0,6.0
"202",1,2,3,1,2.0,2.0,1.0,3,1,1,1,1,4.0,3.0,8.0,4.0,8.0,3.0,2,4.0,4.0
"203",1,2,4,2,2.0,2.0,2.0,3,1,2,1,1,6.0,4.0,9.0,4.0,9.0,4.0,2,6.0,7.0
"204",1,1,3,1,1.0,1.0,1.0,3,1,2,1,1,6.0,4.0,9.0,3.0,9.0,4.0,1,6.0,7.0
"205",1,1,2,1,2.0,1.0,2.0,2,2,1,1,1,4.0,4.0,8.0,5.0,8.0,4.0,2,5.0,4.0
"206",1,2,2,2,3.0,4.0,3.0,2,1,2,1,2,6.0,4.0,8.0,6.0,7.0,4.0,1,6.0,5.0
"207",1,2,2,2,2.0,2.0,2.0,3,1,1,2,1,5.0,4.0,8.0,5.0,8.0,3.0,2,4.0,4.0
"208",1,1,3,1,1.0,3.0,1.0,4,1,1,1,1,5.0,5.0,8.0,4.0,9.0,5.0,1,7.0,8.0
"209",1,1,1,1,1.0,2.0,1.0,4,1,2,2,2,6.0,4.0,10.0,4.0,10.0,4.0,1,6.0,7.0
"210",1,1,2,2,2.0,2.0,2.0,3,2,1,2,2,6.0,4.0,9.0,4.0,9.0,4.0,2,6.0,6.0
"211",1,1,3,1,1.0,1.0,2.0,3,1,1,1,1,6.0,4.0,8.0,4.0,8.0,4.0,2,5.0,5.0
"212",1,1,1,1,2.0,2.0,2.0,2,2,1,2,2,5.0,4.0,7.0,6.0,7.0,2.0,2,1.0,2.0
"213",1,2,4,2,1.0,3.0,1.0,4,1,1,2,2,3.0,4.0,8.0,4.0,8.0,5.0,2,6.0,6.0
"214",1,2,3,2,3.0,4.0,2.0,2,1,1,2,2,5.0,3.0,10.0,6.0,8.0,2.0,1,3.0,3.0
"215",1,2,2,1,2.0,3.0,2.0,3,1,1,1,1,3.0,4.0,7.0,4.0,8.0,2.0,1,4.0,4.0
"216",1,1,3,1,1.0,1.0,1.0,4,1,1,1,1,6.0,4.0,10.0,4.0,8.0,4.0,1,5.0,5.0
"217",1,1,3,1,1.0,1.0,2.0,2,2,2,2,1,5.0,2.0,8.0,4.0,8.0,4.0,1,6.0,6.0
"218",1,2,3,1,2.0,1.0,1.0,4,2,1,2,2,6.0,3.0,8.0,5.0,7.0,4.0,2,4.0,4.0
"219",1,1,3,1,3.0,3.0,1.0,4,2,1,1,1,6.0,4.0,10.0,5.0,9.0,4.0,2,8.0,8.0
"220",1,2,4,2,2.0,1.0,2.0,3,1,1,1,1,5.0,4.0,7.0,5.0,7.0,2.0,2,6.0,5.0
"221",1,1,4,2,3.0,1.0,2.0,2,1,2,2,1,6.0,5.0,6.0,7.0,5.0,2.0,3,5.0,3.0
"222",1,1,3,1,2.0,1.0,1.0,3,1,1,1,2,2.0,4.0,7.0,4.0,5.0,5.0,2,5.0,5.0
"223",1,1,3,2,2.0,3.0,2.0,3,2,1,1,1,1.0,4.0,9.0,5.0,9.0,4.0,2,4.0,5.0
"224",1,1,2,1,2.0,1.0,2.0,2,1,1,1,1,6.0,3.0,7.0,5.0,6.0,4.0,2,5.0,5.0
"225",1,2,2,2,1.0,1.0,1.0,3,2,1,1,1,6.0,4.0,7.0,5.0,7.0,4.0,1,6.0,7.0
"226",1,1,2,2,1.0,1.0,2.0,3,1,1,1,1,5.0,5.0,9.0,3.0,8.0,4.0,1,6.0,6.0
"227",1,1,3,1,1.0,1.0,1.0,4,2,1,1,1,6.0,4.0,8.0,3.0,8.0,5.0,1,7.0,7.0
"228",1,1,4,1,1.0,1.0,3.0,2,2,2,1,1,6.0,2.0,9.0,5.0,9.0,4.0,2,3.0,4.0
"229",1,1,2,2,3.0,2.0,3.0,1,2,2,2,2,4.0,3.0,3.0,7.0,4.0,3.0,3,1.0,1.0
"230",1,1,2,2,1.0,1.0,1.0,4,1,2,1,1,4.0,4.0,8.0,3.0,8.0,4.0,1,5.0,6.0
"231",1,2,2,2,2.0,1.0,2.0,2,1,1,1,1,5.0,4.0,8.0,5.0,8.0,3.0,2,4.0,3.0
"232",2,2,4,1,1.0,2.0,1.0,3,1,1,1,1,6.0,5.0,6.0,4.0,7.0,5.0,2,9.0,8.0
"233",1,2,2,2,2.0,1.0,2.0,2,2,1,1,1,5.0,4.0,8.0,4.0,8.0,3.0,2,5.0,5.0
"234",1,2,2,2,1.0,2.0,2.0,3,2,1,2,2,4.0,5.0,8.0,4.0,10.0,4.0,1,8.0,8.0
"235",2,1,3,1,2.0,1.0,1.0,3,1,1,1,2,6.0,5.0,8.0,5.0,7.0,5.0,3,7.0,7.0
"236",1,2,2,2,1.0,2.0,2.0,2,1,1,1,1,5.0,4.0,9.0,4.0,8.0,4.0,2,6.0,6.0
"237",1,1,2,2,2.0,4.0,2.0,2,1,1,2,2,5.0,4.0,8.0,5.0,8.0,3.0,2,4.0,2.0
"238",2,2,2,1,2.0,2.0,1.0,3,1,2,2,2,5.0,3.0,6.0,5.0,10.0,4.0,2,7.0,7.0
"239",1,2,4,1,2.0,2.0,4.0,1,1,1,2,2,6.0,3.0,5.0,5.0,4.0,1.0,2,4.0,2.0
"240",1,2,2,2,2.0,2.0,2.0,2,2,2,2,2,4.0,3.0,7.0,5.0,8.0,4.0,1,5.0,5.0
"241",2,2,4,3,2.0,1.0,2.0,2,1,1,1,2,5.0,3.0,7.0,4.0,8.0,4.0,2,6.0,7.0
"242",2,1,2,3,2.0,1.0,2.0,3,2,2,1,2,5.0,3.0,7.0,5.0,6.0,4.0,2,6.0,6.0
"243",2,2,3,1,3.0,2.0,3.0,1,2,2,2,2,4.0,2.0,3.0,9.0,3.0,4.0,3,2.0,2.0
"244",1,2,3,1,1.0,1.0,2.0,3,1,1,1,1,6.0,4.0,8.0,4.0,9.0,5.0,2,7.0,7.0
"245",1,1,2,2,3.0,2.0,2.0,2,2,2,1,1,6.0,3.0,3.0,8.0,5.0,4.0,3,6.0,4.0
"246",1,2,2,1,1.0,1.0,1.0,4,1,1,1,1,5.0,5.0,9.0,3.0,9.0,3.0,1,7.0,7.0
"247",2,2,2,3,3.0,3.0,3.0,1,2,2,1,1,6.0,3.0,0.0,10.0,2.0,2.0,3,0.0,0.0
"248",1,1,2,1,2.0,1.0,2.0,2,1,1,1,1,6.0,4.0,9.0,4.0,8.0,4.0,3,6.0,6.0
"249",2,2,2,3,2.0,2.0,2.0,3,1,2,1,1,6.0,4.0,6.0,7.0,8.0,4.0,2,6.0,6.0
"250",2,2,4,3,2.0,2.0,2.0,3,2,2,2,2,6.0,3.0,0.0,9.0,2.0,2.0,3,2.0,2.0
"251",1,2,2,2,1.0,2.0,2.0,2,1,2,1,1,5.0,4.0,9.0,4.0,9.0,5.0,1,6.0,7.0
"252",1,1,2,2,1.0,1.0,1.0,3,1,2,1,1,5.0,5.0,9.0,3.0,9.0,5.0,1,8.0,9.0
"253",1,2,2,1,1.0,1.0,1.0,4,1,1,1,1,6.0,5.0,10.0,3.0,10.0,5.0,1,9.0,9.0
"254",1,2,4,2,2.0,1.0,1.0,3,1,2,1,1,5.0,4.0,9.0,4.0,9.0,4.0,2,6.0,6.0
"255",1,2,2,1,2.0,1.0,1.0,3,1,2,2,2,4.0,3.0,7.0,5.0,8.0,3.0,2,3.0,4.0
"256",1,2,2,2,1.0,1.0,1.0,4,1,1,1,1,4.0,5.0,8.0,4.0,7.0,5.0,1,8.0,8.0
"257",1,1,2,2,2.0,3.0,2.0,2,1,1,1,1,5.0,4.0,8.0,5.0,8.0,4.0,2,6.0,5.0
"258",1,2,2,2,3.0,1.0,3.0,2,2,2,2,2,6.0,5.0,9.0,6.0,9.0,5.0,1,9.0,8.0
"259",2,2,1,1,1.0,1.0,1.0,3,1,1,1,1,6.0,5.0,7.0,4.0,5.0,5.0,1,9.0,8.0
"260",1,1,3,1,4.0,3.0,2.0,3,1,2,2,2,6.0,3.0,3.0,10.0,2.0,3.0,3,4.0,3.0
"261",1,2,2,2,2.0,2.0,2.0,2,2,2,1,1,3.0,4.0,7.0,5.0,7.0,3.0,2,5.0,4.0
"262",1,1,2,3,2.0,1.0,4.0,0,2,2,1,1,1.0,4.0,7.0,5.0,9.0,3.0,3,4.0,6.0
"263",1,2,4,1,2.0,1.0,1.0,3,1,1,2,2,6.0,3.0,8.0,5.0,8.0,4.0,2,4.0,5.0
"264",1,2,4,1,1.0,1.0,2.0,3,1,1,1,1,6.0,4.0,9.0,3.0,9.0,2.0,1,6.0,5.0
"265",1,2,4,2,1.0,1.0,1.0,4,1,1,1,1,6.0,5.0,8.0,3.0,8.0,4.0,1,6.0,6.0
"266",1,1,2,2,2.0,2.0,1.0,3,1,2,1,1,5.0,4.0,8.0,4.0,8.0,5.0,2,8.0,8.0
"267",2,2,3,1,1.0,1.0,1.0,4,1,1,1,1,6.0,3.0,5.0,4.0,8.0,5.0,3,9.0,8.0
"268",1,2,3,1,1.0,3.0,1.0,3,2,1,2,2,6.0,3.0,6.0,6.0,9.0,2.0,1,3.0,3.0
"269",1,1,1,1,2.0,1.0,1.0,3,2,1,2,2,3.0,5.0,6.0,5.0,7.0,4.0,3,2.0,3.0
"270",1,1,2,2,3.0,1.0,2.0,3,1,1,1,1,5.0,4.0,5.0,6.0,6.0,2.0,3,2.0,0.0
"271",2,1,3,1,3.0,3.0,3.0,2,1,1,1,1,6.0,2.0,4.0,8.0,5.0,3.0,3,6.0,5.0
"272",2,2,4,3,2.0,4.0,4.0,1,2,2,2,1,6.0,1.0,7.0,8.0,7.0,4.0,3,8.0,6.0
"273",1,1,3,1,2.0,2.0,2.0,2,2,2,2,2,3.0,4.0,6.0,7.0,5.0,3.0,2,3.0,3.0
"274",2,1,2,3,2.0,1.0,1.0,4,1,2,1,1,5.0,3.0,4.0,5.0,7.0,4.0,2,5.0,6.0
"275",1,2,1,1,1.0,1.0,1.0,3,1,1,1,1,6.0,5.0,9.0,3.0,8.0,4.0,1,7.0,7.0
"276",1,2,2,1,3.0,4.0,4.0,0,2,1,1,1,1.0,2.0,5.0,9.0,5.0,1.0,3,0.0,-1.0
"277",1,1,3,1,2.0,2.0,2.0,2,1,1,1,1,6.0,4.0,6.0,6.0,7.0,3.0,2,5.0,4.0
"278",2,1,3,1,3.0,2.0,2.0,3,1,2,1,1,6.0,3.0,1.0,8.0,1.0,1.0,3,4.0,2.0
"279",2,2,2,1,2.0,2.0,2.0,3,2,1,1,1,6.0,4.0,6.0,7.0,8.0,4.0,2,6.0,6.0
"280",1,1,2,1,3.0,2.0,3.0,2,2,2,1,1,6.0,3.0,5.0,6.0,5.0,3.0,2,2.0,2.0
"281",1,1,1,1,1.0,1.0,1.0,3,1,1,2,2,5.0,5.0,8.0,4.0,9.0,4.0,1,5.0,6.0
"282",1,1,3,1,2.0,2.0,2.0,3,1,1,2,2,3.0,4.0,8.0,6.0,7.0,4.0,2,3.0,3.0
"283",1,2,3,2,3.0,4.0,2.0,3,1,1,1,1,6.0,4.0,6.0,6.0,7.0,2.0,2,5.0,4.0
"284",1,1,3,1,2.0,2.0,1.0,4,2,2,1,1,4.0,4.0,9.0,5.0,9.0,4.0,2,4.0,5.0
"285",2,2,4,3,3.0,2.0,2.0,3,1,1,1,1,5.0,2.0,0.0,9.0,0.0,3.0,2,0.0,0.0
"286",1,1,2,1,2.0,1.0,1.0,4,1,1,1,1,4.0,4.0,9.0,4.0,6.0,4.0,1,5.0,5.0
"287",1,2,1,1,1.0,1.0,2.0,3,2,1,1,1,5.0,5.0,9.0,4.0,9.0,4.0,2,6.0,6.0
"288",1,1,3,1,2.0,3.0,2.0,3,2,1,1,1,4.0,4.0,8.0,5.0,9.0,2.0,2,4.0,4.0
"289",1,1,3,1,2.0,3.0,2.0,3,2,1,2,2,5.0,3.0,9.0,6.0,5.0,4.0,3,4.0,4.0
"290",2,1,2,1,2.0,1.0,2.0,3,2,2,1,1,6.0,3.0,6.0,6.0,6.0,2.0,2,5.0,5.0
"291",1,2,2,1,3.0,2.0,3.0,1,2,2,2,2,3.0,5.0,8.0,7.0,8.0,4.0,3,5.0,4.0
"292",1,1,3,1,2.0,1.0,2.0,2,2,1,1,1,5.0,4.0,9.0,4.0,9.0,5.0,2,6.0,6.0
"293",1,2,2,2,2.0,1.0,1.0,4,1,1,1,1,5.0,5.0,9.0,4.0,8.0,5.0,2,7.0,7.0
"294",1,1,4,1,2.0,1.0,2.0,3,2,2,2,2,4.0,3.0,8.0,6.0,8.0,4.0,3,3.0,4.0
"295",1,2,3,2,2.0,4.0,2.0,3,1,2,1,1,4.0,5.0,8.0,6.0,7.0,2.0,2,3.0,3.0
